# Time-averaged data for fix 2
# TimeStep v_T v_Eatom
3351000 952.372 -2.95409
3352000 977.992 -2.95203
3353000 942.245 -2.95073
3354000 955.14 -2.95561
3355000 982.213 -2.94934
3356000 948.396 -2.95075
3357000 966.075 -2.95112
3358000 960.208 -2.9538
3359000 943.364 -2.96457
3360000 985.637 -2.94822
3361000 959.419 -2.95675
3362000 957.545 -2.9573
3363000 1034.65 -2.94889
3364000 911.589 -2.9678
3365000 988.655 -2.94413
3366000 995.29 -2.94537
3367000 933.084 -2.94962
3368000 966.993 -2.95923
3369000 932.975 -2.96291
3370000 910.06 -2.97154
3371000 984.858 -2.95035
3372000 932.199 -2.95599
3373000 1028.2 -2.92833
3374000 954.325 -2.94315
3375000 922.021 -2.96401
3376000 960.073 -2.95686
3377000 980.394 -2.95789
3378000 943.377 -2.95518
3379000 938.976 -2.96288
3380000 1019.23 -2.94479
3381000 947.472 -2.95198
3382000 976.562 -2.94886
3383000 994.299 -2.95459
3384000 920.538 -2.95122
3385000 968.933 -2.94934
3386000 907.997 -2.96711
3387000 997.502 -2.94625
3388000 979.273 -2.9553
3389000 947.189 -2.96408
3390000 925.639 -2.96966
3391000 968.013 -2.95551
3392000 940.02 -2.94625
3393000 960.83 -2.96033
3394000 953.644 -2.94961
3395000 950.839 -2.95672
3396000 977.012 -2.95927
3397000 952.381 -2.955
3398000 935.613 -2.96398
3399000 922.454 -2.96588
3400000 981.094 -2.95158
3401000 1010.28 -2.95087
3402000 954.001 -2.95352
3403000 1019.47 -2.93427
3404000 980.975 -2.94693
3405000 967.696 -2.95688
3406000 992.613 -2.95263
3407000 949.836 -2.95583
3408000 942.683 -2.96733
3409000 970.499 -2.95763
3410000 963.747 -2.94757
3411000 1091.21 -2.92114
3412000 959.215 -2.9554
3413000 973.722 -2.95056
3414000 957.801 -2.95459
3415000 943.494 -2.94923
3416000 956.818 -2.95183
3417000 936.285 -2.95637
3418000 1022.1 -2.95
3419000 984.041 -2.94892
3420000 920.26 -2.96986
3421000 999.836 -2.93442
3422000 948.606 -2.95973
3423000 933.67 -2.96826
3424000 939.866 -2.95935
3425000 947.015 -2.95977
3426000 958.563 -2.95477
3427000 977.418 -2.95378
3428000 959.295 -2.95182
3429000 940.391 -2.95501
3430000 1022.15 -2.94919
3431000 969.089 -2.95512
3432000 919.13 -2.95875
3433000 978.804 -2.95223
3434000 1019.55 -2.94905
3435000 917.117 -2.96872
3436000 966.894 -2.94882
3437000 975.653 -2.95802
3438000 1015.64 -2.95007
3439000 951.055 -2.95344
3440000 939.502 -2.96136
3441000 942.655 -2.95438
3442000 955.255 -2.95859
3443000 916.522 -2.96053
3444000 964.368 -2.94782
3445000 1016.15 -2.94248
3446000 994.959 -2.94241
