# Time-averaged data for fix 2
# TimeStep v_T v_Eatom
7751000 1005.59 -2.86545
7752000 1046.41 -2.86557
7753000 1102.22 -2.86497
7754000 1025.93 -2.87614
7755000 1043.06 -2.86243
7756000 985.643 -2.87832
7757000 1046.32 -2.86138
7758000 1052.93 -2.87357
7759000 1078.38 -2.86683
7760000 1063.12 -2.87295
7761000 1014.65 -2.87027
7762000 1039.93 -2.87487
7763000 1062.41 -2.85613
7764000 992.697 -2.89232
7765000 1070.22 -2.87201
7766000 993.91 -2.88306
7767000 1057.1 -2.86664
7768000 1092.46 -2.87704
7769000 1055.83 -2.88639
7770000 1029.89 -2.88238
7771000 1052.51 -2.88168
7772000 1080 -2.87973
7773000 1064.23 -2.88367
7774000 1070.62 -2.86734
7775000 1059.38 -2.87474
7776000 1079.16 -2.86574
7777000 1054.13 -2.86984
7778000 998.135 -2.8808
7779000 1054.73 -2.87791
7780000 991.162 -2.88538
7781000 1072.52 -2.88023
7782000 1075.45 -2.86669
7783000 1066.8 -2.87761
7784000 1033.14 -2.87881
7785000 1107.42 -2.85803
7786000 1029.47 -2.87238
7787000 1035.04 -2.86741
7788000 1043.41 -2.88123
7789000 1010.78 -2.86074
7790000 1067.06 -2.8737
7791000 1027.43 -2.87684
7792000 1067.47 -2.86207
7793000 1045.39 -2.87546
7794000 1067.84 -2.86281
7795000 1048.32 -2.87737
7796000 1091.62 -2.85687
7797000 1040.24 -2.88604
7798000 1055.91 -2.87507
7799000 1079.43 -2.85805
7800000 1026.08 -2.88493
7801000 1087.75 -2.86371
7802000 1009.68 -2.88595
7803000 1030.5 -2.87757
7804000 1029.74 -2.8738
7805000 1022.71 -2.87584
7806000 1048.19 -2.88075
7807000 1082.39 -2.87637
7808000 1041.14 -2.88195
7809000 1010.3 -2.893
7810000 1073.18 -2.87078
7811000 1025.45 -2.88788
7812000 1009.15 -2.88143
7813000 1011.52 -2.88562
7814000 1022.34 -2.87294
7815000 1044.79 -2.87815
7816000 1094.59 -2.86538
7817000 1051.14 -2.86029
7818000 1026.75 -2.86301
7819000 1064.6 -2.86433
7820000 1061.46 -2.86198
7821000 1010.34 -2.89059
7822000 1031.68 -2.87148
7823000 1030.8 -2.86781
7824000 1078.47 -2.85677
7825000 1029.29 -2.86704
7826000 1026.31 -2.86255
7827000 996.022 -2.87709
7828000 995.863 -2.89018
7829000 1086.88 -2.86442
7830000 1020.48 -2.86584
7831000 1076.17 -2.85837
7832000 1069.25 -2.86875
7833000 1035.83 -2.8712
7834000 985.654 -2.87319
7835000 1062.85 -2.86669
7836000 1047.75 -2.86871
7837000 1021.12 -2.87469
7838000 971.926 -2.8914
7839000 1009.69 -2.90208
7840000 1071.6 -2.8624
7841000 1022.1 -2.88011
7842000 1014.64 -2.87328
7843000 1015.62 -2.86879
7844000 1009.52 -2.88255
7845000 1010.72 -2.8747
7846000 1045.71 -2.86223
7847000 1035.08 -2.87982
7848000 1027.2 -2.87697
7849000 1027.51 -2.88493
7850000 1021.69 -2.88008
7851000 1089.86 -2.85589
7852000 1115.09 -2.85854
