# Time-averaged data for fix 2
# TimeStep v_T v_Eatom
51000 913.589 -2.90029
52000 944.692 -2.89336
53000 883.977 -2.88762
54000 883.496 -2.90068
55000 849.511 -2.90339
56000 884.505 -2.90191
57000 917.853 -2.90298
58000 882.408 -2.89898
59000 874.722 -2.90129
60000 944.452 -2.8882
61000 934.69 -2.89114
62000 901.353 -2.90247
63000 894.139 -2.90327
64000 920.622 -2.90921
65000 878.124 -2.91578
66000 917.15 -2.91501
67000 882.749 -2.91612
68000 909.339 -2.90386
69000 940.892 -2.91414
70000 853.627 -2.92696
71000 848.801 -2.92005
72000 871.462 -2.93261
73000 887.34 -2.9264
74000 925.08 -2.91781
75000 913.471 -2.92651
76000 920.036 -2.92815
77000 896.002 -2.91616
78000 923.245 -2.91366
79000 897.046 -2.92563
80000 907.432 -2.91395
81000 918.605 -2.90917
82000 889.971 -2.91073
83000 905.061 -2.91369
84000 887.795 -2.92853
85000 885.849 -2.91099
86000 922.292 -2.89342
87000 905.302 -2.91836
88000 918.215 -2.91402
89000 894.5 -2.93727
90000 887.566 -2.90951
91000 907.392 -2.92179
92000 871.222 -2.91962
93000 857.93 -2.92232
94000 914.674 -2.91148
95000 890.084 -2.91937
96000 930.438 -2.91162
97000 931.504 -2.92204
98000 922.559 -2.91854
99000 883.323 -2.92626
100000 912.749 -2.91485
101000 874.525 -2.92015
102000 872.372 -2.91877
103000 915.727 -2.90267
104000 918.215 -2.90922
105000 892.266 -2.92422
106000 876.585 -2.91195
107000 874.186 -2.89969
108000 877.308 -2.90384
109000 880.261 -2.90241
110000 936.689 -2.89275
111000 878.69 -2.9039
112000 869.63 -2.91263
113000 890.032 -2.91288
114000 926.022 -2.91751
115000 904.624 -2.9116
116000 904.908 -2.91903
117000 933.803 -2.90509
118000 969.137 -2.8913
119000 896.541 -2.91735
120000 932.265 -2.91101
121000 926.047 -2.89985
122000 938.138 -2.90844
123000 960.264 -2.91176
124000 933.411 -2.90085
125000 922.611 -2.90801
126000 879.182 -2.90888
127000 921.176 -2.91195
128000 935.856 -2.92206
129000 842.285 -2.92774
130000 895.981 -2.92643
131000 910.532 -2.92156
132000 885.318 -2.91566
133000 921.354 -2.90806
134000 913.389 -2.91721
135000 870.797 -2.92401
136000 936.908 -2.91472
137000 864.743 -2.91466
138000 864.322 -2.91698
139000 844.979 -2.9359
140000 932.443 -2.92513
141000 908.335 -2.92195
142000 935.587 -2.91627
143000 898.262 -2.93426
144000 959.537 -2.90716
145000 937.327 -2.91606
146000 944.096 -2.91652
147000 867.751 -2.92877
148000 908.223 -2.92086
149000 881.041 -2.92198
150000 878.55 -2.93073
151000 910.831 -2.92067
152000 900.34 -2.92931
153000 888.321 -2.92511
154000 923.737 -2.91985
155000 919.513 -2.92186
156000 925.041 -2.92777
157000 885.275 -2.92681
158000 904.002 -2.92221
159000 911.309 -2.9263
160000 923.125 -2.92545
161000 911.109 -2.93312
162000 892.7 -2.93454
163000 925.403 -2.92289
164000 903.199 -2.93062
165000 928.993 -2.9159
166000 880.566 -2.93058
167000 867.696 -2.92562
168000 893.528 -2.92397
169000 970.192 -2.90205
170000 954.682 -2.9058
171000 936.9 -2.90584
172000 896.75 -2.92832
173000 942.047 -2.92718
174000 920.596 -2.93232
175000 892.203 -2.9262
176000 934.036 -2.92865
177000 846.263 -2.93885
178000 908.711 -2.92274
