# Time-averaged data for fix 2
# TimeStep v_T v_Eatom
601000 928.527 -2.96944
602000 906.421 -2.98
603000 868.6 -2.98432
604000 891.901 -2.97626
605000 904.1 -2.98163
606000 883.759 -2.98393
607000 925.525 -2.97989
608000 895.426 -2.97975
609000 894.138 -2.97182
610000 920.986 -2.97447
611000 933.616 -2.97576
612000 945.242 -2.96908
613000 943.11 -2.97228
614000 934.353 -2.97598
615000 908.413 -2.98019
616000 915.657 -2.97865
617000 900.69 -2.97552
618000 899.249 -2.98244
619000 829.73 -2.99462
620000 919.793 -2.98383
621000 921.61 -2.9783
622000 916.683 -2.97433
623000 962.922 -2.97307
624000 889.765 -2.98516
625000 893.816 -2.97623
626000 915.068 -2.97853
627000 931.577 -2.97551
628000 960.563 -2.97158
629000 942.883 -2.96431
630000 893.212 -2.98263
631000 839.117 -2.99501
632000 905.156 -2.97576
633000 929.351 -2.96982
634000 918.022 -2.97821
635000 891.316 -2.97504
636000 857.605 -2.9877
637000 902.928 -2.97891
638000 936.884 -2.96837
639000 882.07 -2.98825
640000 935.696 -2.96775
641000 942.059 -2.96968
642000 931.517 -2.97157
643000 937.22 -2.97286
644000 937.832 -2.97394
645000 922.764 -2.96703
646000 878.085 -2.98067
647000 919.923 -2.97376
648000 901.35 -2.98004
649000 901.868 -2.97785
650000 896.679 -2.97955
651000 917.574 -2.97328
652000 893.045 -2.9767
653000 869.69 -2.98545
654000 907.198 -2.98179
655000 902.153 -2.9822
656000 910.779 -2.97498
657000 906.238 -2.98371
658000 910.014 -2.97393
659000 875.773 -2.98916
660000 920.511 -2.97518
661000 892.802 -2.9815
662000 893.662 -2.97721
663000 951.479 -2.96955
664000 937.472 -2.97103
665000 890.106 -2.98198
666000 904.861 -2.97678
667000 875.712 -2.98178
668000 909.377 -2.98246
669000 929.659 -2.97348
670000 927.356 -2.96765
671000 874.899 -2.97472
672000 881.389 -2.9848
673000 908.32 -2.97446
674000 929.577 -2.96613
675000 896.573 -2.98149
676000 929.91 -2.97909
677000 976.923 -2.96887
678000 887.134 -2.97901
679000 962.892 -2.96435
680000 877.42 -2.98704
681000 858.319 -2.98848
682000 935.873 -2.97175
683000 918.239 -2.97176
684000 886.169 -2.98094
685000 940.031 -2.97124
686000 859.664 -2.99395
687000 893.835 -2.97672
688000 944.965 -2.967
689000 916.99 -2.97039
690000 891.868 -2.97222
691000 880.447 -2.98779
692000 933.304 -2.97405
693000 875.049 -2.99292
694000 871.166 -2.98661
695000 911.324 -2.97765
696000 887.786 -2.97535
697000 970.275 -2.97631
698000 911.653 -2.98241
699000 938.371 -2.9618
700000 951.278 -2.96825
701000 915.294 -2.98136
702000 907.395 -2.97755
703000 943.056 -2.97406
704000 891.198 -2.97873
705000 913.713 -2.97695
706000 890.584 -2.97673
707000 919.08 -2.9824
708000 908.134 -2.98042
709000 903.207 -2.98029
710000 911.569 -2.98182
711000 924.258 -2.97637
712000 947.194 -2.96518
713000 938.46 -2.97334
714000 934.913 -2.97799
715000 937.276 -2.97297
716000 936.435 -2.96663
717000 880.025 -2.97655
718000 888.497 -2.98319
719000 904.418 -2.96792
720000 935.16 -2.97886
721000 907.475 -2.97603
722000 945.642 -2.96583
723000 927.66 -2.98004
724000 917.156 -2.97449
725000 884.561 -2.98941
726000 900.308 -2.97267
727000 893.076 -2.98243
728000 915.44 -2.97814
729000 891.791 -2.99144
730000 902.388 -2.96939
731000 937.019 -2.97634
732000 874.369 -2.98638
733000 900.956 -2.97087
734000 916.194 -2.98006
735000 927.55 -2.97376
736000 929.606 -2.97364
737000 908.361 -2.97779
738000 857.147 -2.99765
739000 926.868 -2.98049
740000 858.712 -2.98933
741000 893.763 -2.98168
742000 956.318 -2.96597
743000 922.218 -2.9727
744000 904.888 -2.9741
745000 913.938 -2.9731
746000 914.244 -2.97508
747000 935.005 -2.96844
748000 923.924 -2.97777
749000 887.514 -2.97176
750000 922.01 -2.97709
751000 928.176 -2.97775
752000 894.526 -2.98439
753000 919.094 -2.97962
754000 857.557 -2.98367
755000 868.634 -2.98613
756000 884.224 -2.9847
757000 965.148 -2.97088
758000 875.433 -2.9845
759000 899.77 -2.98166
760000 882.144 -2.98045
761000 907.92 -2.97833
762000 899.178 -2.98258
763000 835.828 -2.99695
764000 894.617 -2.97818
765000 878.002 -2.98408
766000 897.691 -2.98686
767000 941.788 -2.97203
768000 908.184 -2.9758
