# Time-averaged data for fix 2
# TimeStep v_T v_Eatom
3110000 946.275 -2.94649
3111000 971.542 -2.95257
3112000 924.027 -2.97003
3113000 975.714 -2.94988
3114000 931.36 -2.94227
3115000 945.613 -2.94716
3116000 961.778 -2.95134
3117000 962.001 -2.94628
3118000 972.897 -2.94513
3119000 973.034 -2.95764
3120000 920.992 -2.96657
3121000 917.329 -2.96031
3122000 975.117 -2.95105
3123000 986.619 -2.93977
3124000 943.356 -2.9457
3125000 948.321 -2.944
3126000 957.656 -2.95791
3127000 939.499 -2.9473
3128000 949.362 -2.94864
3129000 933.153 -2.94973
3130000 961 -2.9565
3131000 957.517 -2.95764
3132000 941.35 -2.95354
3133000 922.345 -2.95565
3134000 960.564 -2.95118
3135000 976.219 -2.95299
3136000 937.791 -2.95501
3137000 963.744 -2.94416
3138000 971.704 -2.9533
3139000 971.644 -2.95346
3140000 983.662 -2.95064
3141000 945.332 -2.94719
3142000 920.512 -2.95963
3143000 953.197 -2.95762
3144000 923.563 -2.94769
3145000 923.677 -2.95006
3146000 979.472 -2.93952
3147000 902.847 -2.96557
3148000 950.768 -2.94967
3149000 966.846 -2.95796
3150000 978.762 -2.95013
3151000 961.495 -2.95905
3152000 1000.68 -2.94705
3153000 948.428 -2.95661
3154000 981.949 -2.9536
3155000 971.85 -2.94506
3156000 1000.69 -2.95049
3157000 986.234 -2.95657
3158000 921.397 -2.96152
3159000 906.651 -2.96979
3160000 959.434 -2.94949
3161000 969.353 -2.95162
3162000 972.241 -2.95043
3163000 967.162 -2.95187
3164000 979.343 -2.94578
3165000 993.915 -2.94491
3166000 944.803 -2.95583
3167000 948.015 -2.9622
3168000 920.532 -2.96785
3169000 980.696 -2.9557
3170000 945.262 -2.9566
3171000 979.413 -2.94571
3172000 956.942 -2.94759
3173000 919.616 -2.96393
3174000 958.198 -2.95989
3175000 989.192 -2.9482
3176000 950.876 -2.95543
3177000 968.789 -2.95693
3178000 926.515 -2.96658
3179000 947.072 -2.95821
3180000 899.873 -2.94449
3181000 934.969 -2.9575
3182000 918.588 -2.96673
3183000 922.569 -2.95645
3184000 999.779 -2.93088
3185000 955.444 -2.9567
3186000 946.205 -2.95318
3187000 931.357 -2.95073
3188000 946.946 -2.94482
3189000 974.321 -2.95569
3190000 915.403 -2.96767
3191000 975.318 -2.9549
3192000 923.423 -2.96977
3193000 966.453 -2.96407
3194000 961.387 -2.95815
3195000 981.525 -2.94842
3196000 920.455 -2.97036
3197000 951.432 -2.96022
3198000 983.303 -2.95017
3199000 973.059 -2.93862
3200000 950.167 -2.95602
3201000 965.455 -2.94759
3202000 956.936 -2.95103
3203000 918.287 -2.96735
3204000 952.721 -2.95155
3205000 945.817 -2.95719
3206000 916.191 -2.97435
3207000 989.896 -2.94751
3208000 932.886 -2.94696
3209000 950.907 -2.9572
3210000 963.505 -2.95666
3211000 984.222 -2.9401
3212000 981.462 -2.94774
3213000 947.426 -2.96477
3214000 948.598 -2.9601
3215000 932.09 -2.95573
3216000 904.713 -2.97246
3217000 956.767 -2.95238
3218000 935.09 -2.9699
3219000 958.466 -2.95949
3220000 956.426 -2.95922
3221000 914.306 -2.96402
3222000 978.8 -2.9474
3223000 970.919 -2.95108
3224000 950.032 -2.96271
3225000 980.939 -2.95768
3226000 968.596 -2.96346
3227000 954.384 -2.95819
3228000 969.566 -2.95607
3229000 980.336 -2.95277
3230000 912.67 -2.96759
3231000 956.347 -2.95766
3232000 979.618 -2.94576
3233000 928.289 -2.96102
3234000 914.488 -2.96259
3235000 954.743 -2.94863
3236000 933.902 -2.96176
3237000 965.763 -2.95184
3238000 931.63 -2.96977
3239000 973.529 -2.94903
3240000 1018.47 -2.95525
3241000 909.443 -2.97715
3242000 961.935 -2.95469
3243000 894.856 -2.9718
3244000 966.193 -2.95874
3245000 997.854 -2.9599
3246000 948.274 -2.95983
3247000 958.213 -2.95061
3248000 971.552 -2.95242
3249000 949.187 -2.95942
3250000 895.711 -2.9714
3251000 971.629 -2.95923
3252000 981.964 -2.95292
3253000 969.993 -2.95764
3254000 940.545 -2.96228
3255000 958.672 -2.96266
3256000 954.64 -2.9596
3257000 923.541 -2.96988
3258000 929.459 -2.96815
