# Time-averaged data for fix 2
# TimeStep v_T v_Eatom
2251000 934.002 -2.96185
2252000 967.974 -2.95649
2253000 966.39 -2.95096
2254000 927.538 -2.95237
2255000 905.941 -2.95856
2256000 931.58 -2.96231
2257000 958.691 -2.94996
2258000 974.945 -2.95117
2259000 896.568 -2.96231
2260000 934.552 -2.95982
2261000 932.272 -2.96401
2262000 904.958 -2.96343
2263000 955.73 -2.96495
2264000 943.09 -2.94537
2265000 965.536 -2.95597
2266000 1007.37 -2.94326
2267000 951.222 -2.96391
2268000 920.036 -2.97434
2269000 890.214 -2.97183
2270000 942.638 -2.96956
2271000 921.631 -2.96741
2272000 971.134 -2.94775
2273000 951.928 -2.96115
2274000 978.468 -2.9497
2275000 906.647 -2.96296
2276000 913.335 -2.97657
2277000 921.142 -2.96354
2278000 932.467 -2.94959
2279000 906.82 -2.966
2280000 918.004 -2.96496
2281000 903.454 -2.96586
2282000 975.115 -2.94748
2283000 956.89 -2.95269
2284000 1011.23 -2.94875
2285000 932.093 -2.96401
2286000 972.666 -2.95849
2287000 958.622 -2.95928
2288000 951.602 -2.96057
2289000 940.358 -2.95931
2290000 945.079 -2.95879
2291000 856.669 -2.98168
2292000 907.346 -2.96838
2293000 929.11 -2.97064
2294000 908.476 -2.96193
2295000 979.093 -2.94443
2296000 880.426 -2.96751
2297000 907.614 -2.9674
2298000 919.641 -2.97035
2299000 980.356 -2.95609
2300000 987.256 -2.9555
2301000 938.766 -2.96179
2302000 950.639 -2.96954
2303000 941.023 -2.95818
2304000 926.495 -2.97009
2305000 961.828 -2.96153
2306000 970.611 -2.95221
2307000 935.87 -2.95531
2308000 883.632 -2.97327
2309000 955.332 -2.95975
2310000 950.788 -2.96595
2311000 909.293 -2.96834
2312000 879.519 -2.96142
2313000 925.442 -2.94974
2314000 935.963 -2.95389
2315000 901.584 -2.97174
2316000 900.688 -2.96999
2317000 902.883 -2.96687
2318000 933.146 -2.96167
2319000 978.344 -2.94661
2320000 972.611 -2.94661
2321000 918.354 -2.95655
2322000 934.578 -2.94465
2323000 927.13 -2.95544
2324000 884.304 -2.97457
2325000 907.665 -2.96496
2326000 956.172 -2.95248
2327000 992.175 -2.95011
2328000 915.797 -2.97013
2329000 939.135 -2.9588
2330000 881.533 -2.97381
2331000 948.996 -2.96065
2332000 937.831 -2.96538
2333000 948.573 -2.95441
2334000 967.504 -2.95394
2335000 897.965 -2.97658
2336000 907.833 -2.97243
